Asperger综合征	zhengzhuang/aspergerzhz/
巨大的结肠	zhengzhuang/jddjc/
巨大颅骨缺损	zhengzhuang/jdlgqs/
巨痕症	zhengzhuang/jhz/
巨脚	zhengzhuang/jj_2193/
巨口	zhengzhuang/jk/
巨脾症	zhengzhuang/jpz/
巨乳	zhengzhuang/jr/
巨舌	zhengzhuang/js_2197/
巨输尿管症	zhengzhuang/jsngz/
巨胃窦症	zhengzhuang/jwdz/
巨阴症	zhengzhuang/jyz/
巨指(趾)	zhengzhuang/jz_z_/
巨痣症	zhengzhuang/jzz_2202/
拒食	zhengzhuang/js_2203/
剧烈神经根性痛	zhengzhuang/jlsjgxt/
剧烈疼痛	zhengzhuang/jltt/
剧烈头痛	zhengzhuang/jltt_2206/
剧烈眩晕，站立不稳	zhengzhuang/jlxy_zlbw/
剧烈运动后呕吐	zhengzhuang/jlydhot/
剧烈运动后头晕	zhengzhuang/jlydhty/
剧烈运动后腰痛	zhengzhuang/jlydhyt/
剧烈运动或强体力劳动后血尿	zhengzhuang/jlydhqtlldhxn/
剧痛	zhengzhuang/jt_2212/
剧痒	zhengzhuang/jy_2213/
剧痒的疣状结节	zhengzhuang/jydyzjj/
惧站立，喜依托	zhengzhuang/jzl_xyt/
距骨坏死	zhengzhuang/jghs/
聚合性痤疮	zhengzhuang/jhxcc/
决断困难感	zhengzhuang/jdkng/
绝汗	zhengzhuang/jh/
绝经	zhengzhuang/jj_2220/
绝经过渡期及绝经后闭经	zhengzhuang/jjgdqjjjhbj/
绝经后白带增多	zhengzhuang/jjhbdzd/
绝经后出血	zhengzhuang/jjhcx/
绝经后子宫内膜增厚	zhengzhuang/jjhzgnmzh/
绝经年龄过迟	zhengzhuang/jjnlgc/
绝经年龄过早	zhengzhuang/jjnlgz/
绝经期面红	zhengzhuang/jjqmh/
绝望感	zhengzhuang/jwg/
觉醒状态丧失	zhengzhuang/jxztss/
均小型狭窄	zhengzhuang/jxxxz/
菌尿	zhengzhuang/jn/
菌血症	zhengzhuang/jxz/
脐部有一半球形肿块	zhengzhuang/qbyybqxzk/
脐带过短或相对过短	zhengzhuang/qdgdhxdgd/
脐带脱落后伤口不愈并溢液	zhengzhuang/qdtlhskbybyy/
脐带血流	zhengzhuang/qdxl/
脐带血循环障碍	zhengzhuang/qdxxhza/
脐尿管残余	zhengzhuang/qngcy/
脐窝湿润有臭味	zhengzhuang/qwsrycw/
脐周腹壁缺损	zhengzhuang/qzfbqs/
脐周皮肤青紫色斑	zhengzhuang/qzpfqzsb/
脐周围褪色	zhengzhuang/qzwts/
脐周肿胀	zhengzhuang/qzzz/
伤口结疤	zhengzhuang/skjb/
胎儿酒精影响	zhengzhuang/tejjyx/
糖激素依赖	zhengzhuang/tjsyl/
限局性巩膜膨隆肿物	zhengzhuang/xjxgmplzw/
“咳嗽水”上瘾	zhengzhuang/_kss_sy/
Korsakov综合征	zhengzhuang/korsakovzhz/
咖啡斑	zhengzhuang/kfb/
开放性神经管缺陷	zhengzhuang/kfxsjgqx/
开放性损伤	zhengzhuang/kfxss/
开睑及闭睑失用	zhengzhuang/kjjbjsy/
看不到脚尖步行困难	zhengzhuang/kbdjjbxkn/
看东西变远	zhengzhuang/kdxby/
看东西有小黑点	zhengzhuang/kdxyxhd/
看东西有重影	zhengzhuang/kdxyzy/
抗-HCVAg阳性	zhengzhuang/k_hcvagyx/
抗Jo-1抗体阳性	zhengzhuang/kjo_1ktyx/
抗感染能力下降	zhengzhuang/kgrnlxj/
抗精子抗体阳性	zhengzhuang/kjzktyx/
抗利尿激素(ADH)分泌减少	zhengzhuang/klnjs_adh_fmjs/
抗利尿激素(ADH)分泌增多	zhengzhuang/klnjs_adh_fmzd/
抗卵巢抗体阳性	zhengzhuang/klcktyx/
抗内膜抗体阳性	zhengzhuang/knmktyx/
考试焦虑	zhengzhuang/ksjl/
考试综合症	zhengzhuang/kszhz/
咳出带臭味的干痂	zhengzhuang/kcdcwdgj/
咳出黄色痰液	zhengzhuang/kchsty/
咳出棕色痰栓	zhengzhuang/kczsts/
咳泡沫黏液痰	zhengzhuang/kpmnyt/
咳巧克力色痰	zhengzhuang/kqklst/
咳声嘶哑	zhengzhuang/kssy/
咳嗽	zhengzhuang/ks/
咳嗽伴杵状指	zhengzhuang/ksbczz/
咳嗽伴呼吸困难	zhengzhuang/ksbhxkn/
咳嗽伴体重减轻	zhengzhuang/ksbtzjq/
咳嗽伴哮鸣音	zhengzhuang/ksbxmy/
咳嗽伴胸痛	zhengzhuang/ksbxt/
咳嗽反射	zhengzhuang/ksfs/
咳嗽性晕厥	zhengzhuang/ksxyj/
咳痰	zhengzhuang/kt/
咳铁锈色痰	zhengzhuang/ktxst/
咳血	zhengzhuang/kx/
吐血痰	zhengzhuang/txt/
可逆性氮质血症	zhengzhuang/knxdzxz/
克汀病面容	zhengzhuang/ktbmr/
空肠憩室	zhengzhuang/kcqs/
空洞形成	zhengzhuang/kdxc/
空腹低血糖	zhengzhuang/kfdxt/
空腹时腹部有振水声者	zhengzhuang/kfsfbyzssz/
空间感知障碍	zhengzhuang/kjgzza/
空气栓塞	zhengzhuang/kqss/
空虚症	zhengzhuang/kxz/
恐风	zhengzhuang/kf/
恐惧	zhengzhuang/kj/
恐水症	zhengzhuang/ksz/
控制不住的联想	zhengzhuang/kzbzdlx/
控制能力丧失	zhengzhuang/kznlss/
芤脉	zhengzhuang/km/
口、眼、生殖器损害	zhengzhuang/k_y_szqsh/
口鼻生疮	zhengzhuang/kbsc/
口鼻血性分泌物	zhengzhuang/kbxxfmw/
口鼻周围发绀	zhengzhuang/kbzwfg/
口吃	zhengzhuang/kc/
口齿不清	zhengzhuang/kcbq/
口齿含糊	zhengzhuang/kchh/
口臭	zhengzhuang/kc_2308/
口唇苍白	zhengzhuang/kccb/
口唇常无力而不能鼓气	zhengzhuang/kccwlebngq/
口唇潮红	zhengzhuang/kcch/
口唇出血	zhengzhuang/kccx/
口唇刺痛	zhengzhuang/kcct/
口唇发绀	zhengzhuang/kcfg/
口唇发黄	zhengzhuang/kcfh/
口唇泛黑	zhengzhuang/kcfh_2316/
口唇泛红	zhengzhuang/kcfh_2317/
口唇干燥	zhengzhuang/kcgz/
口唇和甲床略带青紫	zhengzhuang/kchjcldqz/
口唇皲裂	zhengzhuang/kcjl/
口唇麻木	zhengzhuang/kcmm/
口唇疱疹	zhengzhuang/kcpz/
口唇青紫	zhengzhuang/kcqz/
口唇渗液	zhengzhuang/kcsy/
口唇严重充血呈红色	zhengzhuang/kcyzcxchs/
口唇周围麻木感刺痛	zhengzhuang/kczwmmgct/
口唇周围有炎性鳞状皮肤	zhengzhuang/kczwyyxlzpf/
口淡黏腻	zhengzhuang/kdnn/
口淡无味	zhengzhuang/kdww/
口干	zhengzhuang/kg/
口干渴难忍	zhengzhuang/kgknr/
口干舌燥	zhengzhuang/kgsz/
口及咽部烧灼感	zhengzhuang/kjybszg/
口角和鼻周出现黄白色水疱	zhengzhuang/kjhbzcxhbssp/
口角肌肉的抽搐	zhengzhuang/kjjrdcc/
口角皲裂	zhengzhuang/kjjl/
口角生疮	zhengzhuang/kjsc/
口角歪斜，无法说话	zhengzhuang/kjwx_wfsh/
口角下垂	zhengzhuang/kjxc/
口角向外的放射性皱纹	zhengzhuang/kjxwdfsxzw/
口渴感丧失	zhengzhuang/kkgss/
口苦	zhengzhuang/kk/
口辣	zhengzhuang/kl/
口腔唇系带粗大	zhengzhuang/kqcxdcd/
口腔幻触	zhengzhuang/kqhc/
口腔溃疡	zhengzhuang/kqky/
口腔难愈的白色片状物	zhengzhuang/kqnydbspzw/
口腔黏膜白斑	zhengzhuang/kqnmbb/
口腔黏膜呈现青紫色	zhengzhuang/kqnmcxqzs/
口腔黏膜黄豆大小，半透明的无痛小疱	zhengzhuang/kqnmhddx_btmdwtxp/
口腔黏膜溃疡	zhengzhuang/kqnmky/
口腔黏膜脱落	zhengzhuang/kqnmtl/
口腔黏膜纤维化	zhengzhuang/kqnmxwh/
口腔念珠菌感染	zhengzhuang/kqnzjgr/
口腔痛	zhengzhuang/kqt/
口腔血泡	zhengzhuang/kqxp/
口腔粘膜弥漫充血	zhengzhuang/kqzmmmcx/
口腔粘膜色素沉着	zhengzhuang/kqzmsscz/
口腔粘膜上白色较硬的隆起斑块	zhengzhuang/kqzmsbsjydlqbk/
口腔粘膜有形似奶块的斑膜	zhengzhuang/kqzmyxsnkdbm/
口涩	zhengzhuang/ks_2361/
口舌生疮	zhengzhuang/kssc/
口酸	zhengzhuang/ks_2363/
口酸伴有口苦烧心	zhengzhuang/ksbykksx/
口甜	zhengzhuang/kt_2365/
口痛	zhengzhuang/kt_2366/
口吐白沫	zhengzhuang/ktbm/
口咸	zhengzhuang/kx_2368/
口香	zhengzhuang/kx_2369/
口咽部水疱状损害	zhengzhuang/kybspzsh/
口咽异物	zhengzhuang/kyyw/
口炎	zhengzhuang/ky/
口有溴味及咸味	zhengzhuang/kyxwjxw/
口粘腻	zhengzhuang/kzn/
口中有金属甜味	zhengzhuang/kzyjstw/
寇热	zhengzhuang/kr/
哭泣样尖叫	zhengzhuang/kqyjj/
哭泣晕厥	zhengzhuang/kqyj/
哭笑失常	zhengzhuang/kxsc/
苦笑面容	zhengzhuang/kxmr/
库欣综合征	zhengzhuang/kxzhz/
夸大狂	zhengzhuang/kdk/
跨阈步态	zhengzhuang/kybt/
块状痰	zhengzhuang/kzt/
快感缺乏	zhengzhuang/kgqf/
髋、膝、肘部呈屈曲畸形	zhengzhuang/k_x_zbcqqjx/
髋部酸胀不适	zhengzhuang/kbszbs/
髋关节发育不良	zhengzhuang/kgjfybl/
髋关节积液	zhengzhuang/kgjjy/
髋关节痛	zhengzhuang/kgjt/
髋关节脱位	zhengzhuang/kgjtw/
髋内翻	zhengzhuang/knf/
髋外侧可见皮下瘀血斑	zhengzhuang/kwckjpxyxb/
髋外侧酸胀	zhengzhuang/kwcsz/
髋外侧肿胀压痛	zhengzhuang/kwczzyt/
狂笑	zhengzhuang/kx_2396/
眶底爆折	zhengzhuang/kdbz/
眶静脉回流障碍	zhengzhuang/kjmhlza/
眶周青紫	zhengzhuang/kzqz/
眶周水肿	zhengzhuang/kzsz/
眶周瘀斑	zhengzhuang/kzyb/
窥淫癖	zhengzhuang/kyp/
溃疡	zhengzhuang/ky_2403/
溃疡穿孔或出血	zhengzhuang/kyckhcx/
溃疡分泌物恶臭	zhengzhuang/kyfmwec/
溃疡龛影	zhengzhuang/kyky/
溃疡疼痛	zhengzhuang/kytt/
溃疡外观呈菜花样	zhengzhuang/kywgcchy/
溃疡外观呈虫蚀样	zhengzhuang/kywgccsy/
溃疡外观呈火山口样	zhengzhuang/kywgchsky/
阔韧带内形成血肿	zhengzhuang/krdnxcxz/
咯多量血性泡沫痰	zhengzhuang/kdlxxpmt/
露出骨头的骨折	zhengzhuang/lcgtdgz/
躁狂与昏睡交替	zhengzhuang/zkyhsjt/
“老练”外貌	zhengzhuang/_ll_wm/
睑结膜充血露出黄色脓块	zhengzhuang/jjmcxlchsnk/
睑结膜出现灰白色膜	zhengzhuang/jjmcxhbsm/
睑结膜泪阜区灰黑色肿物	zhengzhuang/jjmlfqhhszw/
睑结膜沙粒外观	zhengzhuang/jjmslwg/
睑裂狭小	zhengzhuang/jlxx/
眶上裂综合征	zhengzhuang/kslzhz/
腊肠趾	zhengzhuang/lcz/
阑尾壁缺血坏死	zhengzhuang/lwbqxhs/
阑尾穿孔	zhengzhuang/lwck/
阑尾感染	zhengzhuang/lwgr/
阑尾脓肿	zhengzhuang/lwnz/
阑尾腔闭塞	zhengzhuang/lwqbs/
阑尾缺血充血	zhengzhuang/lwqxcx/
阑尾周围脓肿	zhengzhuang/lwzwnz/
阑尾组织纤维化	zhengzhuang/lwzzxwh/
蓝巩膜	zhengzhuang/lgm/
蓝鼓膜征	zhengzhuang/lgmz/
蓝黄色盲	zhengzhuang/lhsm/
蓝黄色弱	zhengzhuang/lhsr/
蓝色、蓝灰色或蓝黑色丘疹	zhengzhuang/ls_lhshlhsqz/
蓝色视野缺损	zhengzhuang/lssyqs/
蓝色橡皮大疱痣	zhengzhuang/lsxpdpz/
懒胆囊	zhengzhuang/ldn/
烂桃样血痰	zhengzhuang/ltyxt/
烂眼边	zhengzhuang/lyb/
劳动后气急	zhengzhuang/ldhqj/
劳动耐力下降	zhengzhuang/ldnlxj/
劳累后感觉胸闷	zhengzhuang/llhgjxm/
劳累后心悸	zhengzhuang/llhxj/
劳累后胸痛	zhengzhuang/llhxt/
劳累后遗精	zhengzhuang/llhyj/
劳累时腰部酸痛或胀痛	zhengzhuang/llsybsthzt/
劳力性呼吸困难	zhengzhuang/llxhxkn/
劳力性晕厥	zhengzhuang/llxyj/
牢脉	zhengzhuang/lm/
老化松弛性眼袋	zhengzhuang/lhscxyd/
老来瘦	zhengzhuang/lls/
老年妇女乳房增大	zhengzhuang/lnfnrfzd/
老年男性乳房无痛性肿块	zhengzhuang/lnnxrfwtxzk/
老年人非病变性眼前飞蚊	zhengzhuang/lnrfbbxyqfw/
老年人高粘血症	zhengzhuang/lnrgzxz/
老年人流泪多	zhengzhuang/lnrlld/
老年人腿抽筋	zhengzhuang/lnrtcj/
老年人小腿浮肿	zhengzhuang/lnrxtfz/
老年性眩晕	zhengzhuang/lnxxy/
老年性震颤	zhengzhuang/lnxzc/
老人便秘	zhengzhuang/lrbm/
老人剧烈咳嗽	zhengzhuang/lrjlks/
老人髋部疼痛	zhengzhuang/lrkbtt/
老人行动迟缓	zhengzhuang/lrxdch/
老人性格孤僻	zhengzhuang/lrxggp/
酪氨酸血症	zhengzhuang/lasxz/
肋骨及胸骨下吸入性凹陷	zhengzhuang/lgjxgxxrxax/
肋骨融合	zhengzhuang/lgrh/
肋骨痛	zhengzhuang/lgt/
肋间肩胛带疼痛	zhengzhuang/ljjjdtt/
肋间神经痛	zhengzhuang/ljsjt/
肋间隙变窄	zhengzhuang/ljxbz/
肋间隙可有压痛	zhengzhuang/ljxkyyt/
肋膜腔积水	zhengzhuang/lmqjs/
肋痛	zhengzhuang/lt/
泪道阻塞	zhengzhuang/ldzs/
泪膜消失	zhengzhuang/lmxs/
泪腺不发达	zhengzhuang/lxbfd/
泪腺发炎	zhengzhuang/lxfy/
泪腺汗腺及涎腺等先分泌增多而后减少	zhengzhuang/lxhxjxxdxfmzdehjs/
泪腺囊肿	zhengzhuang/lxnz/
泪腺脱垂	zhengzhuang/lxtc/
泪腺肿大	zhengzhuang/lxzd/
泪液、唾液及汗液分泌减少或消失	zhengzhuang/ly_tyjhyfmjshxs/
泪溢	zhengzhuang/ly/
类癌面红	zhengzhuang/lamh/
类癌综合征	zhengzhuang/lazhz/
类风湿关节炎	zhengzhuang/lfsgjy/
类戒断反应	zhengzhuang/ljdfy/
类偏狂	zhengzhuang/lpk/
类人猿型骨盆	zhengzhuang/lryxgp/
类似荨麻疹的皮肤潮红斑块	zhengzhuang/lsqmzdpfchbk/
累及整个腹腔的腹膜炎	zhengzhuang/ljzgfqdfmy/
冷汗	zhengzhuang/lh/
冷汗淋漓	zhengzhuang/lhll/
冷结节	zhengzhuang/ljj/
冷球蛋白发生沉淀或呈胶冻状	zhengzhuang/lqdbfscdhcjdz/
冷球蛋白血症	zhengzhuang/lqdbxz/
冷热交替	zhengzhuang/lrjt/
里急后重	zhengzhuang/ljhz/
立毛反射减弱	zhengzhuang/lmfsjr/
立毛反射亢进	zhengzhuang/lmfskj/
立卧心率差数	zhengzhuang/lwxlcs/
利尿	zhengzhuang/ln/
沥青烧伤	zhengzhuang/lqss/
粒细胞减少	zhengzhuang/lxbjs/
痢疾	zhengzhuang/lj/
痢疾样大便	zhengzhuang/ljydb/
连枷胸	zhengzhuang/ljx/
连续机器样杂音	zhengzhuang/lxjqyzy/
联合瓣膜脱垂	zhengzhuang/lhbmtc/
联想障碍	zhengzhuang/lxza/
脸部大小不一	zhengzhuang/lbdxby/
脸部疼痛	zhengzhuang/lbtt/
脸冻伤	zhengzhuang/lds/
脸红	zhengzhuang/lh_2517/
脸颊潮红	zhengzhuang/ljch/
脸颊出现红血丝	zhengzhuang/ljcxhxs/
脸颊发灰	zhengzhuang/ljfh/
脸裂	zhengzhuang/ll/
脸色发黑	zhengzhuang/lsfh/
脸色发黄	zhengzhuang/lsfh_2523/
脸上长斑	zhengzhuang/lscb/
脸上黑斑	zhengzhuang/lshb/
恋爱挫折综合征	zhengzhuang/laczzhz/
恋毛巾被癖	zhengzhuang/lmjbp/
恋尸型性变态	zhengzhuang/lsxxbt/
恋兽型性变态	zhengzhuang/lsxxbt_2529/
良性反应性改变	zhengzhuang/lxfyxgb/
良性假肥大型肌营养不良症	zhengzhuang/lxjfdxjyyblz/
良性溃疡改变	zhengzhuang/lxkygb/
凉结节	zhengzhuang/ljj_2533/
两臂不能上举而成垂肩	zhengzhuang/lbbnsjeccj/
两侧颊部及颞部凹入	zhengzhuang/lcjbjnbar/
两肺满布粟粒状阴影	zhengzhuang/lfmbslzyy/
两肺毛玻璃样粟粒样或结节样改变	zhengzhuang/lfmblyslyhjjygb/
两肺弥漫或散在可逆性哮鸣音	zhengzhuang/lfmmhszknxxmy/
两手颤抖	zhengzhuang/lscd/
两条腿不一样长	zhengzhuang/lttbyyc/
两下肺纹理增粗	zhengzhuang/lxfwlzc/
两性畸形	zhengzhuang/lxjx/
两眼干涩	zhengzhuang/lygs/
两眼上视障碍	zhengzhuang/lyssza/
两眼下视不能	zhengzhuang/lyxsbn/
裂腭	zhengzhuang/le/
临产后俯屈不良	zhengzhuang/lchfqbl/
临产后胎头衔接较晚	zhengzhuang/lchttxjjw/
临产后阵痛剧烈	zhengzhuang/lchztjl/
淋巴道转移	zhengzhuang/lbdzy/
淋巴发育不全	zhengzhuang/lbfybq/
淋巴管破裂	zhengzhuang/lbgpl/
淋巴管淤积	zhengzhuang/lbgyj/
淋巴结充血	zhengzhuang/lbjcx/
淋巴结穿刺有草黄色清亮液体	zhengzhuang/lbjccychsqlyt/
淋巴结结核	zhengzhuang/lbjjh/
淋巴结疼痛	zhengzhuang/lbjtt/
淋巴结退化	zhengzhuang/lbjth/
淋巴结肿大	zhengzhuang/lbjzd/
淋巴液流出	zhengzhuang/lbylc/
淋巴增生	zhengzhuang/lbzs/
磷烧伤合并中毒	zhengzhuang/lsshbzd/
鳞屑	zhengzhuang/lx/
鳞状上皮	zhengzhuang/lzsp/
鳞状细胞癌	zhengzhuang/lzxba/
鳞状细胞化生	zhengzhuang/lzxbhs/
菱形-现象	zhengzhuang/lx_xx/
流鼻涕	zhengzhuang/lbt/
流鼻血	zhengzhuang/lbx/
流产	zhengzhuang/lc/
流感样症状	zhengzhuang/lgyzz/
流黄鼻涕	zhengzhuang/lhbt/
流泪	zhengzhuang/ll_2573/
流清涕	zhengzhuang/lqt/
流涎	zhengzhuang/lx_2575/
流行性肌痛	zhengzhuang/lxxjt/
瘤体坚硬	zhengzhuang/ltjy/
瘤体牵拉	zhengzhuang/ltql/
瘤细胞浸润	zhengzhuang/lxbjr/
咯血	zhengzhuang/kx_2580/
咯血伴发热	zhengzhuang/kxbfr/
咯血伴黄疸	zhengzhuang/kxbhd/
咯血伴呛咳	zhengzhuang/kxbqk/
咯血伴胸痛	zhengzhuang/kxbxt/
咯血伴有皮肤粘膜出血	zhengzhuang/kxbypfzmcx/
漏斗骨盆	zhengzhuang/ldgp/
露阴癖	zhengzhuang/lyp/
颅底畸形	zhengzhuang/ldjx/
颅缝过早闭合	zhengzhuang/lfgzbh/
颅骨骨折	zhengzhuang/lggz/
颅骨连续性中断	zhengzhuang/lglxxzd/
颅骨增生	zhengzhuang/lgzs/
颅面骨畸形	zhengzhuang/lmgjx/
颅内出血	zhengzhuang/lncx/
颅内钙化	zhengzhuang/lngh/
颅内感染	zhengzhuang/lngr/
颅内高压	zhengzhuang/lngy/
颅内头痛	zhengzhuang/lntt/
颅内压增高	zhengzhuang/lnyzg/
颅内占位性病变	zhengzhuang/lnzwxbb/
颅脑损伤后头痛	zhengzhuang/lnsshtt/
颅神经麻痹	zhengzhuang/lsjmb/
颅神经损害	zhengzhuang/lsjsh/
颅外头痛	zhengzhuang/lwtt/
颅压增高	zhengzhuang/lyzg/
滤泡增大	zhengzhuang/lpzd/
旅行者水肿	zhengzhuang/lxzsz/
绿色盲	zhengzhuang/lsm/
绿色尿	zhengzhuang/lsn/
绿色弱	zhengzhuang/lsr/
绿视	zhengzhuang/ls/
绿牙或棕褐色牙	zhengzhuang/lyhzhsy/
挛缩性疤痕	zhengzhuang/lsxbh/
挛缩性瘢痕	zhengzhuang/lsxbh_2614/
卵巢功能障碍	zhengzhuang/lcgnza/
卵巢囊肿	zhengzhuang/lcnz/
卵巢缺如或发育不全	zhengzhuang/lcqrhfybq/
卵巢性闭经	zhengzhuang/lcxbj/
卵巢性多毛	zhengzhuang/lcxdm/
卵泡刺激素(FSH)增高	zhengzhuang/lpcjs_fsh_zg/
卵泡囊肿	zhengzhuang/lpnz/
卵圆孔闭合不全	zhengzhuang/lykbhbq/
卵圆窝未闭	zhengzhuang/lywwb/
啰音	zhengzhuang/ly_2624/
螺旋形骨折	zhengzhuang/lxxgz/
落枕	zhengzhuang/lz/
面部半球形蓝黑色结节	zhengzhuang/mbbqxlhsjj/
面部浮肿	zhengzhuang/mbfz/
男性化	zhengzhuang/nxh/
囟门闭合晚	zhengzhuang/xmbhw/
囟门跳动	zhengzhuang/xmtd/
Moro反应迟钝	zhengzhuang/morofycd/
麻痹	zhengzhuang/mb/
麻痹性肠梗阻	zhengzhuang/mbxcgz/
麻风恐怖	zhengzhuang/mfkb/
麻疹面容	zhengzhuang/mzmr/
麻醉药中毒	zhengzhuang/mzyzd/
马蹄内翻足	zhengzhuang/mtnfz/
马蹄外翻足	zhengzhuang/mtwfz/
马尾损伤	zhengzhuang/mwss/
埋藏齿	zhengzhuang/mcc/
脉搏短绌	zhengzhuang/mbdc/
脉搏加速	zhengzhuang/mbjs/
脉搏快而弱	zhengzhuang/mbker/
脉搏脱漏	zhengzhuang/mbtl/
脉搏细弱甚至不能清楚触及	zhengzhuang/mbxrszbnqccj/
脉搏细速	zhengzhuang/mbxs/
脉沉缓或沉细	zhengzhuang/mchhcx/
脉缓	zhengzhuang/mh/
脉率增快	zhengzhuang/mlzk/
脉络膜凹陷	zhengzhuang/mlmax/
脉数	zhengzhuang/ms/
脉速而无力	zhengzhuang/msewl/
脉压差大	zhengzhuang/mycd/
脉压差低	zhengzhuang/mycd_2655/
脉压缩小	zhengzhuang/mysx/
脉压小	zhengzhuang/myx/
脉压增宽	zhengzhuang/myzk/
脉氧合不足	zhengzhuang/myhbz/
满月脸	zhengzhuang/myl/
慢性房颤	zhengzhuang/mxfc/
慢性腹痛	zhengzhuang/mxft/
慢性静脉功能不全	zhengzhuang/mxjmgnbq/
慢性咳嗽	zhengzhuang/mxks/
慢性溃疡	zhengzhuang/mxky/
慢性面容	zhengzhuang/mxmr/
慢性盆腔痛	zhengzhuang/mxpqt/
慢性贫血	zhengzhuang/mxpx/
慢性肾功能不全	zhengzhuang/mxsgnbq/
慢性肾衰竭	zhengzhuang/mxssj/
慢性肾损害	zhengzhuang/mxssh/
慢性湿疹样变	zhengzhuang/mxszyb/
慢性头痛	zhengzhuang/mxtt/
慢性胃痛	zhengzhuang/mxwt/
慢性腰痛伴下肢麻痛	zhengzhuang/mxytbxzmt/
盲袋阴道	zhengzhuang/mdyd/
盲点	zhengzhuang/md/
猫喘音	zhengzhuang/mcy/
毛发呈脱发祥	zhengzhuang/mfctfx/
毛发干枯	zhengzhuang/mfgk/
毛发干燥易断	zhengzhuang/mfgzyd/
毛发脱落	zhengzhuang/mftl/
毛发稀少	zhengzhuang/mfxs/
毛发异常	zhengzhuang/mfyc/
毛发增多	zhengzhuang/mfzd/
毛发增生	zhengzhuang/mfzs/
毛孔粗大	zhengzhuang/mkcd/
毛孔堵塞	zhengzhuang/mkds/
毛孔角化过度	zhengzhuang/mkjhgd/
毛囊角栓	zhengzhuang/mnjs/
毛囊性呈鳞片状角化	zhengzhuang/mnxclpzjh/
毛细血管搏动	zhengzhuang/mxxgbd/
毛细血管出血	zhengzhuang/mxxgcx/
毛细血管扩张症	zhengzhuang/mxxgkzz/
毛细血管渗漏综合征	zhengzhuang/mxxgslzhz/
没有肛门	zhengzhuang/mygm/
玫瑰疹	zhengzhuang/mgz/
眉弓凹陷	zhengzhuang/mgax/
眉弓囊肿	zhengzhuang/mgnz/
眉弓疼痛	zhengzhuang/mgtt/
眉间皱纹	zhengzhuang/mjzw/
眉毛变白	zhengzhuang/mmbb/
眉毛外侧脱落稀疏而细	zhengzhuang/mmwctlxsex/
眉下垂或位置低	zhengzhuang/mxchwzd/
梅毒肝	zhengzhuang/mdg/
梅毒感染	zhengzhuang/mdgr/
梅毒恐怖	zhengzhuang/mdkb/
梅毒性脱发	zhengzhuang/mdxtf/
煤尘或胆固醇结晶的黏痰	zhengzhuang/mchdgcjjdnt/
霉菌感染	zhengzhuang/mjgr/
门齿间距增宽	zhengzhuang/mcjjzk/
门静脉积气	zhengzhuang/mjmjq/
门静脉血流郁滞	zhengzhuang/mjmxlyz/
门脉高压	zhengzhuang/mmgy/
门体侧支循环	zhengzhuang/mtczxh/
门体侧支循环的形成	zhengzhuang/mtczxhdxc/
门诊高血压	zhengzhuang/mzgxy/
萌牙延迟	zhengzhuang/myyc/
梦幻觉	zhengzhuang/mhj/
梦行症	zhengzhuang/mxz/
梦游症	zhengzhuang/myz/
弥漫性出血	zhengzhuang/mmxcx/
弥漫性腹部骨化	zhengzhuang/mmxfbgh/
弥漫性骨膜增厚	zhengzhuang/mmxgmzh/
弥漫性骨质疏松	zhengzhuang/mmxgzss/
弥漫性鼓音	zhengzhuang/mmxgy/
弥漫性脐周疼痛	zhengzhuang/mmxqztt/
弥漫性头痛	zhengzhuang/mmxtt/
弥漫性系膜硬化	zhengzhuang/mmxxmyh/
弥漫性下腰痛	zhengzhuang/mmxxyt/
弥漫性血管角化	zhengzhuang/mmxxgjh/
弥漫性脂肪变性	zhengzhuang/mmxzfbx/
迷恋足部或鞋袜	zhengzhuang/mlzbhxw/
迷走神经兴奋	zhengzhuang/mzsjxf/
迷走神经张力增高	zhengzhuang/mzsjzlzg/
泌尿道破裂	zhengzhuang/mndpl/
泌尿道狭窄	zhengzhuang/mndxz/
泌尿道阻塞	zhengzhuang/mndzs/
泌尿生殖窦	zhengzhuang/mnszd/
泌尿系感染	zhengzhuang/mnxgr/
泌乳障碍	zhengzhuang/mrza/
免疫功能障碍	zhengzhuang/mygnza/
免疫力降低	zhengzhuang/myljd/
免疫力下降	zhengzhuang/mylxj/
免疫缺陷	zhengzhuang/myqx/
免疫损害	zhengzhuang/mysh/
免疫性溶血	zhengzhuang/myxrx/
免疫性肾炎	zhengzhuang/myxsy/
面、颈部味觉性多汗	zhengzhuang/m_jbwjxdh/
面、头、颈、肩发作性剧痛	zhengzhuang/m_t_j_jfzxjt/
面部斑点	zhengzhuang/mbbd/
面部蝶形红斑	zhengzhuang/mbdxhb/
面部多毛	zhengzhuang/mbdm/
面部肌肉痉挛	zhengzhuang/mbjrjl/
面部畸形	zhengzhuang/mbjx/
面部叩击征	zhengzhuang/mbkjz/
面部麻木	zhengzhuang/mbmm/
面部皮肤油腻	zhengzhuang/mbpfyn/
面部皮肤有结节状增生	zhengzhuang/mbpfyjjzzs/
面部皮肤皱纹增多	zhengzhuang/mbpfzwzd/
面部闪电疼痛	zhengzhuang/mbsdtt/
面部脱皮	zhengzhuang/mbtp/
面部血管纤维瘤	zhengzhuang/mbxgxwl/
面部一侧出汗另一侧却无汗	zhengzhuang/mbycchlycqwh/
面长耳大	zhengzhuang/mced/
面肌抽搐	zhengzhuang/mjcc/
