百日咳	brk/
乳溢-闭经综合征	ry_bjzhz/
弱智	rz/
Ⅳ型肾小管性酸中毒	_xsxgxszd/
鳃裂囊肿和瘘管	slnzhlg/
色素沉着绒毛结节性滑膜炎	ssczrmjjxhmy/
色素失调症	sssdz/
上颈椎不稳症	sjzbwz/
上皮样血管内皮细胞瘤	spyxgnpxbl/
上肢深静脉血栓形成	szsjmxsxc/
少枝胶质细胞瘤及间变少枝胶质细胞瘤	szjzxbljjbszjzxbl/
舌下神经损伤	sxsjss/
舌咽神经损伤	sysjss/
社会获得性肺炎	shhdxfy/
砷化氢引起的溶血性贫血	shqyqdrxxpx/
神经莱姆病	sjlmb/
神经肽性肢端感觉异常	sjtxzdgjyc/
神经系统副肿瘤综合征	sjxtfzlzhz/
神经纤维瘤病	sjxwlb/
神经性肌强直	sjxjqz/
神经源性角膜炎	sjyxjmy/
肾皮质化脓性感染	spzhnxgr/
肾盏憩室	szqs/
生长期脱发	scqtf/
石棉肺	smf/
食管源性胸痛	sgyxxt/
视神经脊髓炎	ssjjsy/
室管膜肿瘤	sgmzl/
嗜酸粒细胞增多症	sslxbzdz/
嗜酸性粒细胞白血病	ssxlxbbxb/
嗜血流感杆菌的皮肤感染	sxlggjdpfgr/
手部屈指肌腱损伤	sbqzjjss/
手指屈肌腱鞘炎	szqjjqy/
书写痉挛	sxjl/
输血后血小板减少性紫癜	sxhxxbjsxzd/
斯蒂尔病	sdeb/
松毛虫性骨关节炎	smcxggjy/
瘫痪	th_4178/
特发性股骨头坏死	tfxggths/
特发性黄斑部前膜	tfxhbbqm/
特发性面神经瘫痪	tfxmsjth/
疼痛性眼肌麻痹	ttxyjmb/
体癣	tx_4183/
头皮糠疹	tpkz/
透析性骨关节病	txxggjb/
土肥对称性肢端色素沉着症	tfdcxzdssczz/
吞入异物	tryw/
B疱疹病毒感染	bpzbdgr/
Whitfield硬红斑	whitfieldyhb/
外伤相关性青光眼	wsxgxqgy/
外伤性胆管损伤	wsxdgss/
外伤性腹膜后出血或血肿	wsxfmhcxhxz/
外伤性脑积水	wsxnjs/
外伤性脂肪坏死	wsxzfhs/
外阴表皮内瘤变	wybpnlb/
外阴瘙痒症	wysyz/
外源性变应性肺泡炎	wyxbyxfpy/
网膜扭转	wmnz_4198/
纹状体黑质变性	wzthzbx/
无菌性肋软骨炎	wjxlrgy/
X联锁鱼鳞病	xlsylb/
全身性红斑狼疮	qsxhblc/
细菌性角膜炎	xjxjmy/
下部附加前根脊髓动脉缺血症候群	xbfjqgjsdmqxzhq/
下颌下间隙感染	xhxjxgr/
先天性白血病	xtxbxb/
先天性肠旋转不良	xtxcxzbl/
先天性尺桡骨性连接	xtxcrgxlj/
先天性纯红细胞再生障碍性贫血	xtxchxbzszaxpx/
先天性胆管囊状扩张	xtxdgnzkz/
埃布斯坦综合征	abstzhz/
先天性高弓足	xtxggz/
先天性冠状动脉瘘	xtxgzdml/
先天性红细胞生成异常性贫血	xtxhxbscycxpx/
先天性静脉畸形肢体肥大综合征	xtxjmjxztfdzhz/
先天性髋关节脱位	xtxkgjtw/
先天性卵巢发育不全	xtxlcfybq/
先天性肾病综合征	xtxsbzhz/
先天性十二指肠闭锁	xtxsezcbs/
先天性视网膜劈裂症	xtxswmplz/
先天性胃壁肌层缺损	xtxwbjcqs/
先天性小眼球合并眼眶囊肿	xtxxyqhbyknz/
先天性血管瘤	xtxxgl/
先天性远端尺桡关节半脱位	xtxydcrgjbtw/
先天性跖骨内收畸形	xtxzgnsjx/
纤维肌痛综合征	xwjtzhz_4226/
纤维毛囊瘤	xwmnl/
纤维性骨炎	xwxgy/
腺性唇炎	xxcy/
相对性红细胞增多症	xdxhxbzdz/
小肠纤维瘤	xcxwl/
小儿急性呼吸窘迫综合征	xejxhxjpzhz/
小儿食管化学性烧伤	xesghxxss/
小脑扁桃体下疝畸形	xnbttxsjx/
新生儿低镁血症	xsedmxz/
新生儿流行性腹泻	xselxxfx/
新生儿脓疱疮	xsenpc/
猩红热样红斑	xhryhb/
性心理障碍	xxlza/
癣菌疹	xjz/
血管畸形引起的吞咽困难	xgjxyqdtykn/
血管内乳头状血管内皮细胞瘤	xgnrtzxgnpxbl/
血管神经性水肿	xgsjxsz/
血管纤维瘤	xgxwl/
雅司病	ysb_4245/
咽囊炎	yny/
言语和语言发育障碍	yyhyyfyza/
眼睑皮脂腺癌	yjpzxa/
眼球后退综合征	yqhtzhz/
眼球内炎	yqny/
眼球运动障碍	yqydza/
腰部峡部崩裂和脊椎滑脱	ybxbblhjzht/
腰椎退变性小关节损伤性关节炎	yztbxxgjssxgjy/
药物导致的肺部疾病	ywdzdfbjb/
腋毛癣菌病	ymxjb/
原发性皮肤结核综合征	yfxpfjhzhz/
衣原体淋巴肉芽肿	yytlbryz/
胰岛素抵抗与代谢综合征	ydsdkydxzhz/
遗传性出血性毛细血管扩张	ycxcxxmxxgkz/
乙状结肠间疝	yzjcjs/
异染性脑白质营养不良	yrxnbzyybl/
弗郎西丝菌肺炎	flxsjfy/
异源内分泌综合征	yynfmzhz/
阴部鲍恩样丘疹病	ybbeyqzb/
阴道粒细胞肉瘤	ydlxbrl/
阴道美丽筒线虫病	ydmltxcb/
阴茎阴囊象皮肿	yjynxpz/
阴茎折断	yjzd/
银屑病关节炎及其伴发的葡萄膜炎	yxbgjyjqbfdptmy/
隐斜	yx/
婴儿成神经细胞瘤	yecsjxbl/
婴儿痤疮	yecc/
婴儿肌纤维瘤病	yejxwlb/
婴儿期短暂性低丙球蛋白血症	yeqdzxdbqdbxz/
婴儿青铜综合征	yeqtzhz/
婴幼儿外阴阴道炎	yyewyydy/
硬脑膜外脓肿	ynmwnz/
硬肿症	yzz/
尤因肉瘤	yyrl/
疣状癌	yza/
疣状角化不良病	yzjhblb/
幼年型类风湿性关节炎	ynxlfsxgjy/
原发性肺动脉高压	yfxfdmgy/
原发性骨淋巴瘤	yfxglbl/
原发性卵巢类癌综合征	yfxlclazhz/
原发性下肢深静脉瓣膜关闭不全	yfxxzsjmbmgbbq/
远端肾小管性酸中毒	ydsxgxszd/
月骨脱位及月骨周围脱位	ygtwjygzwtw/
运动诱发哮喘	ydyfxc/
晕痣	yz_4290/
跗骨与周围关节结核	fgyzwgjjh/
早期复极综合征	zqfjzhz/
增龄性黄斑变性	zlxhbbx/
蛰伏脂瘤	zfzl/
真两性畸形	zlxjx/
枕骨大孔脑膜瘤	zgdknml/
脂蛋白肾小球病	zdbsxqb/
脂肪栓塞综合征	zfsszhz/
直肠内套叠	zcntd/
直肠膨出	zcpc/
直肠子宫内膜异位症	zczgnmywz/
植物神经系统肿瘤	zwsjxtzl/
跖骨骨折	zggz/
指骨骨折	zggz_4304/
致命性中线肉芽肿	zmxzxryz/
智能障碍	znza/
中老年男子部分性雄激素缺乏综合征	zlnnzbfxxjsqfzhz/
中性粒细胞减少症	zxlxbjsz/
肿瘤性心包炎	zlxxby/
周期性动眼神经麻痹	zqxdysjmb/
周期性内斜视	zqxnxs/
肘关节强直与纤维性僵硬	zgjqzyxwxjy/
肘管综合征	zgzhz/
肘外翻畸形	zwfjx/
主动脉瓣闭锁不全	zdmbbsbq/
着色杆菌病	zsgjb/
滋养细胞肿瘤	zyxbzl/
足舟骨骨折	zzggz/
组织细胞坏死性淋巴结炎	zzxbhsxlbjy/
热带性肺嗜酸性粒细胞浸润症	rdxfssxlxbjrz/
一氧化碳中毒后迟发性脑病	yyhtzdhcfxnb/
克-雅氏病性痴呆	k_ysbxcd/
分泌过多性青光眼	fmgdxqgy/
腹茧症	fjz/
腹裂	fl_4325/
腹胀	fz_4326/
经腹会阴直肠癌根治术后盆底腹膜疝	jfhyzcagzshpdfms/
发育不良痣	fyblz/
肝海绵状血管瘤	ghmzxgl/
功能性下丘脑性闭经	gnxxqnxbj/
膈下食管憩室	gxsgqs/
膈上食管憩室	gssgqs/
新生儿呕血和便血	xseoxhbx/
肾小管间质性肾炎葡萄膜炎综合征	sxgjzxsyptmyzhz/
樱桃状血管瘤	ytzxgl/
多发性内分泌腺瘤Ⅱ型	dfxnfmxl_x/
腓总神经损伤	fzsjss/
结节性硬化症	jjxyhz/
神经鞘黏液瘤	sjqnyl/
神经母细胞瘤	sjmxbl/
遗传性痉挛性截瘫	ycxjlxjt/
松果体细胞瘤	sgtxbl/
结节病性心肌病	jjbxxjb/
新生儿皮下脂肪坏死	xsepxzfhs/
Ⅰ型免疫母细胞性淋巴腺病	_xmymxbxlbxb/
进行性肥厚性间质性神经炎	jxxfhxjzxsjy/
焦磷酸钙沉积病	jlsgcjb/
颅内脂肪瘤	lnzfl/
神经节苷脂沉积病	sjjgzcjb/
散发性脑炎伴发的精神障碍	sfxnybfdjsza/
肝肾综合征	gszhz/
附红细胞体病	fhxbtb/
输精管缺如	sjgqr/
遗尿	yn_4354/
腹膜后脂肪瘤	fmhzfl/
腓总神经卡压症	fzsjkyz/
距骨骨折脱位	jggztw/
聚合性痤疮	jhxcc/
胫腓骨骨干骨折	jfggggz/
进行性肢端黑变病	jxxzdhbb/
胫腓下联合前部分离	jfxlhqbfl/
髋关节前脱位	kgjqtw/
缺水和缺钠	qshqn/
桡骨颈骨折和桡骨头骨骺分离	rgjgzhrgtghfl/
桡骨茎突部狭窄性腱鞘炎	rgjtbxzxjqy/
桡骨远端骨骺分离	rgydghfl/
锁骨下动脉盗血综合征	sgxdmdxzhz/
枢椎椎体骨折	szztgz/
颈椎先天融合畸形	jzxtrhjx/
咽部及颈部食管闭合性损伤	ybjjbsgbhxss/
疖与疖病	jyjb/
非依赖性物质伴发依赖	fylxwzbfyl/
软化斑	rhb/
软骨黏液样纤维瘤	rgnyyxwl/
眼眶神经鞘瘤	yksjql/
胎儿窘迫	tejp/
结膜结核病	jmjhb/
眶骨膜下脓肿	kgmxnz/
绿脓假单胞菌属感染	lnjdbjsgr/
眼眶静脉性血管瘤	ykjmxxgl/
眼球震颤阻滞综合征	yqzczzzhz/
眼科重症肌无力	ykzzjwl/
惊恐症	jkz/
间接型颈动脉海绵窦瘘	jjxjdmhmdl/
圣路易斯型脑炎	slysxny/
蝎螫伤	xss/
少年儿童葡萄膜炎	snetptmy/
洋葱假单胞菌肺炎	ycjdbjfy/
柯萨奇病毒疹	ksqbdz/
口蹄疫	kty/
全身性特发性毛细血管扩张症	qsxtfxmxxgkzz/
肉瘤	rl/
恙虫病性肺炎	ycbxfy/
甲沟炎和甲下脓肿	jgyhjxnz/
神经白塞病	sjbsb/
甲状腺功能减退性心肌病	jzxgnjtxxjb/
四边孔综合征	sbkzhz/
阴囊丝虫病	ynscb/
成人类风湿性关节炎性巩膜炎	crlfsxgjyxgmy/
大脑大静脉瘤	dndjml/
肺隔离症	fglz/
肺疝	fs/
白蛉热	blr/
放射性脊髓病	fsxjsb/
非典型分枝杆菌性巩膜炎	fdxfzgjxgmy/
肺转移性肿瘤	fzyxzl/
肺真菌病	fzjb/
铬及其化合物引起的皮肤病	gjqhhwyqdpfb/
感染性血小板减少性紫癜	grxxxbjsxzd/
过敏性血管炎	gmxxgy/
过敏性急性小管间质性肾炎	gmxjxxgjzxsy/
共济失调	gjsd/
呼吸道合胞病毒感染	hxdhbbdgr/
急性肺源性心脏病	jxfyxxzb/
卡斯钦-贝克病	ksq_bkb/
Leber遗传性视神经病变	leberycxssjbb/
硫化血红蛋白血症	lhxhdbxz/
流行性甲型脑炎	lxxjxny/
皮层性多汗症	pcxdhz/
青春发育延迟及性幼稚	qcfyycjxyz/
气球状细胞痣	qqzxbz/
气管闭合性损伤	qgbhxss/
乳头的乳头状瘤	rtdrtzl/
手癣	sx/
小儿颅后窝室管膜瘤	xelhwsgml/
硒及其化合物引起的皮肤病	xjqhhwyqdpfb/
小儿感染性心内膜炎	xegrxxnmy/
新生儿化脓性脑膜炎	xsehnxnmy/
新生儿水肿	xsesz/
乙脑伴发的精神障碍	ynbfdjsza/
延迟性应激反应	ycxyjfy/
煤炭工尘肺	mtgcf/
穿凿脓肿性头部毛囊炎及毛囊周围炎	cznzxtbmnyjmnzwy/
窦性心动过缓	dxxdgh/
单眼双上转肌麻痹	dysszjmb/
肺胸膜阿米巴病	fxmambb/
伏格特-小柳-原田综合征	fgt_xl_ytzhz/
房室交接区性期前收缩	fsjjqxqqss/
钒及其化合物引起的皮肤病	fjqhhwyqdpfb/
肺动脉发育不全	fdmfybq/
冠状动脉粥样硬化性心脏病	gzdmzyyhxxzb/
间歇依赖型尖端扭转型室性心动过速	jxylxjdnzxsxxdgs/
急性高原病	jxgyb/
雷诺氏病	lnsb/
松弛性跖痛症	scxztz/
晚期产后出血	wqchcx/
完全性房室传导阻滞	wqxfscdzz/
新生儿暂时性脓疱性黑变病	xsezsxnpxhbb/
血管免疫母细胞性淋巴结病	xgmymxbxlbjb/
血栓形成	xsxc/
心室肌致密化不全	xsjzmhbq/
小儿睾丸扭转	xegwnz/
先天性短结肠	xtxdjc/
血管脂肪瘤	xgzfl/
亚急性坏死性脊髓炎	yjxhsxjsy/
坐骨疝	zgs/
左心房心律	zxfxl/
注意缺陷障碍	zyqxza/
阿洪病	ahb/
暴发性肝衰竭	bfxgsj/
闭合性脊髓损伤	bhxjsss/
彼得异常	bdyc/
避孕后闭经综合征	byhbjzhz/
猝死型冠心病	csxgxb/
肠系膜动脉瘤	cxmdml/
肠子宫内膜异位	czgnmyw/
藏毛窦和藏毛囊肿	cmdhcmnz/
肠道短路关节炎皮炎综合征	cddlgjypyzhz/
肠道息肉病	cdxrb/
肠系膜脂肪炎	cxmzfy/
胆总管结石	dzgjs/
大肠腺瘤	dcxl/
胆汁性腹膜炎	dzxfmy/
毒瘾	dy/
骶骼筋膜脂肪疝	dgjmzfs/
α-贮存池病	_zccb/
沙漠疮	smc/
福克斯-阜太斯病	fks_ftsb/
副乳乳腺癌	frrxa/
钩虫皮炎	gcpy/
肝错构瘤	gcgl/
肛管癌	gga/
化脓性甲沟炎	hnxjgy/
回旋形线状鱼鳞病	hxxxzylb/
蛔虫性肠梗阻	hcxcgz/
霍奇金病	hqjb/
弹响肩胛	dxjj/
急性胆源性胰腺炎	jxdyxyxy/
克拉伯病	klbb/
溃疡病出血	kybcx/
鳞状毛囊角化病	lzmnjhb/
巴德-吉亚利综合征	bd_jylzhz/
氯气中毒	lqzd/
罗阿丝虫病	lascb/
良性脂肪母细胞瘤	lxzfmxbl/
老年甲状腺功能减退症	lnjzxgnjtz/
狼疮肾炎	lcsy/
蓝痣	lz/
Mirizzi综合征	mirizzizhz/
盲襻综合征	mpzhz_4500/
尼兹诺夫综合征	nznfzhz/
巴贝虫病	bbcb/
农药中毒所致的精神障碍	nyzdszdjsza/
囊状淋巴管瘤	nzlbgl/
铍及其化合物引起的皮肤病	pjqhhwyqdpfb/
POEMS综合征	poemszhz/
器械性食管损伤	qxxsgss/
情感性心境障碍	qgxxjza/
水母皮炎	smpy/
四肢淋巴水肿	szlbsz/
十二指肠炎	sezcy/
十二指肠重复畸形	sezczfjx/
史密斯骨折	smsgz/
食管受压性吞咽困难	sgsyxtykn/
食管肉瘤	sgrl/
食管蹼和食管环	sgphsgh/
食管贲门黏膜撕裂综合征	sgbmnmslzhz/
食管壁内憩室	sgbnqs/
食管外压和牵拉	sgwyhql/
沙雷菌肺炎	sljfy/
听力障碍	tlza/
糖原贮积病	tyzjb/
特发性肺含铁血黄素沉着症	tfxfhtxhsczz/
无机盐所致的皮肤病	wjyszdpfb/
胃窦血管扩张症	wdxgkzz/
稳定型心绞痛	wdxxjt/
网状红斑萎缩性毛囊炎	wzhbwsxmny/
先天性尺骨缺如	xtxcgqr/
先天性腓骨缺如	xtxfgqr/
小儿洋地黄中毒	xeydhzd/
小儿帕套综合征	xeptzhz/
小肠扭转	xcnz/
小儿小颌畸形综合征	xexhjxzhz/
须部假毛囊炎	xbjmny/
先天性食管憩室	xtxsgqs/
小儿先天性卵巢发育不全	xextxlcfybq/
乙型病毒性肝炎	yxbdxgy/
右室心肌梗死	ysxjgs/
幽门螺杆菌感染	ymlgjgr/
真菌性心包炎	zjxxby/
真菌性巩膜炎	zjxgmy/
巴西紫热	bxzr/
成人肥大性幽门狭窄	crfdxymxz/
多乳房	drf/
低钾血症肾病	djxzsb/
非ST段抬高心肌梗死	fstdtgxjgs/
肝脏疾病所致贫血	gzjbszpx/
高颅压性脑积水	glyxnjs/
急性蜂窝织炎	jxfwzy/
脊膜瘤	jml/
急性视网膜坏死综合征	jxswmhszhz/
免疫缺陷性肺炎	myqxxfy/
小儿尿路感染	xenlgr/
小儿肾性氨基酸尿症	xesxajsnz/
原发性阿米巴脑膜脑炎	yfxambnmny/
阿克森费尔德-里格尔综合征	aksfed_lgezhz/
Austin型幼儿脑硫脂病	austinxyenlzb/
阿司匹林诱发哮喘	asplyfxc/
海绵状淋巴管瘤	hmzlbgl/
颈椎单侧及双侧小关节脱位	jzdcjscxgjtw/
脊髓血管畸形	jsxgjx/
酒精中毒性肌病	jjzdxjb/
老年大便失禁	lndbsj/
肋骨骨髓炎	lggsy_4564/
淋巴细胞性垂体炎	lbxbxcty/
脑干胶质瘤	ngjzl/
偏执狂	pzk/
帕金森病性痴呆	pjsbxcd/
Stargardt病	stargardtb/
三叉神经营养性损害	scsjyyxsh/
糖代谢异常伴发的精神障碍	tdxycbfdjsza/
奥迪括约肌功能异常	adkyjgnyc/
新生儿巨细胞病毒感染	xsejxbbdgr/
小儿脑性瘫痪	xenxth/
症状性癫痫综合征	zzxdxzhz/
镇痛剂肾病	ztjsb/
周围动脉栓塞	zwdmss/
多发性脑膜瘤	dfxnml/
高眼压症	gyyz/
急性腮腺炎性睾丸炎	jxsxyxgwy/
克雷白杆菌属感染	klbgjsgr/
嘧啶5′-核苷酸缺乏症	md5__hgsqfz/
维生素D缺乏病	wssdqfb/
维生素E缺乏神经病	wsseqfsjb/
新生儿发热	xsefr/
血卟啉病性周围神经病	xblbxzwsjb/
下丘脑综合征	xqnzhz/
显微镜下多血管炎	xwjxdxgy/
缢死	ys/
百草枯中毒	bckzd/
复孔绦虫病	fktcb/
鞍结节脑膜瘤	ajjnml/
过敏性紫癜肾炎	gmxzdsy/
获得性血友病	hdxxyb/
女性性高潮障碍	nxxgcza/
脾良性肿瘤	plxzl/
葡萄状肉瘤	ptzrl/
失盐性肾炎	syxsy/
维斯科特-奥尔德里奇综合征	wskt_aedlqzhz/
遗传性蛋白C缺陷症	ycxdbcqxz/
小儿过敏性紫癜	xegmxzd/
血管内大B细胞淋巴瘤	xgndbxblbl/
新生儿持续性肺动脉高压	xsecxxfdmgy/
新生儿肾静脉血栓	xsesjmxs/
异尖线虫病	yjxcb/
左房恶性黏液瘤	zfexnyl/
多发性骨骺发育不良	dfxghfybl/
多发性肌炎和皮肌炎伴发的精神障碍	dfxjyhpjybfdjsza/
混合瘤	hhl/
巨细胞动脉炎和风湿性多肌痛	jxbdmyhfsxdjt/
结节性多动脉炎伴发的葡萄膜炎	jjxddmybfdptmy/
皮肤颌口虫病	pfhkcb/
艾滋病神经系统损害	azbsjxtsh/
瑞尔黑变病	rehbb/
痛风性心肌病	tfxxjb/
血清病和血清病样反应	xqbhxqbyfy/
原发性皮肤B细胞淋巴瘤	yfxpfbxblbl/
药物或化学物质所致的色素沉着	ywhhxwzszdsscz/
重金属中毒性肾病	zjszdxsb/
癌肿性关节炎	azxgjy/
动脉阻塞或狭窄视网膜病变	dmzshxzswmbb/
肺并殖吸虫病	fbzxcb/
肺孢子丝菌病	fbzsjb/
继发于无晶状体眼和人工晶状体眼的青光眼	jfywjztyhrgjztydqgy/
慢性萎缩性肢皮炎	mxwsxzpy/
食管梅毒	sgmd/
梭形细胞血管内皮细胞瘤	sxxbxgnpxbl/
外伤性硬膜下积液	wsxymxjy/
胸内甲状腺肿	xnjzxz/
心脏横纹肌瘤	xzhwjl/
幼儿急疹	yejz/
永存原始玻璃体增生症	ycysbltzsz/
原卟啉病	yblb/
原藻病	yzb_4634/
纵隔气肿	zgqz/
椎动脉创伤性栓塞	zdmcsxss/
东方马型脑炎	dfmxny/
呃逆	en/
耳湿疹	esz/
黄斑裂孔性视网膜脱离	hblkxswmtl/
脊柱裂和有关畸形	jzlhygjx/
脊髓型颈椎病	jsxjzb/
颅骨骨瘤	lggl/
颅狭症	lxz/
脑猪囊尾蚴病	nznwyb/
脑膜癌病	nmab/
丘疹坏死性结核疹	qzhsxjhz/
外伤后颈内动脉闭塞	wshjndmbs/
新生儿弥散性血管内凝血	xsemsxxgnnx/
中间葡萄膜炎	zjptmy/
尿道结核	ndjh/
膀胱脱垂	bgtc/
肾上腺髓质增生	ssxszzs/
肾周围炎	szwy/
烟酸缺乏	ysqf/
I型糖尿病	ixtnb/
A链球菌群感染	alqjqgr/
肛周肿瘤	gzzl/
股动脉瘤	gdml/
纳尔逊综合征	nexzhz/
蛲虫性阴道炎	ncxydy/
柞蚕蛹脑病	zcynb/
变性近视的脉络膜萎缩	bxjsdmlmws/
感染性急性小管间质性肾炎	grxjxxgjzxsy/
肱骨髁间骨折	ggkjgz/
骨神经鞘瘤	gsjql/
肱骨远端全骨骺分离	ggydqghfl/
骨髓-胰腺综合征	gs_yxzhz/
踝部急性韧带损伤	hbjxrdss/
腹腔妊娠	fqrs/
脊髓蛛网膜炎	jszwmy/
脊髓火器伤	jshqs/
桡骨干骨折	rgggz/
热带痉挛性轻截瘫	rdjlxqjt/
同种免疫性新生儿血小板减少性紫癜	tzmyxxsexxbjsxzd/
胸椎椎管狭窄症	xzzgxzz/
眼眶肌炎	ykjy/
跖骨头骨软骨病	zgtgrgb/
椎管内脊膜瘤	zgnjml/
闭合性气胸	bhxqx/
鼻疽	bj_4681/
贝壳甲综合征	bkjzhz/
电击伤所致脊髓病	djsszjsb/
喉部钝挫伤	hbdcs/
急性失血性贫血	jxsxxpx/
血影细胞性青光眼	xyxbxqgy/
电灼伤	dzs/
热性嗜中性白细胞皮肤病	rxszxbxbpfb/
小儿砷中毒	xeszd/
眼酸碱化学伤	ysjhxs/
急性放射性甲状腺炎	jxfsxjzxy/
夏季皮炎	xjpy/
长Q-T间期综合征	cq_tjqzhz/
恶性黑素瘤	exhsl/
腹膜假黏液瘤	fmjnyl/
颈部纤维瘤	jbxwl/
卡波西水痘样疹	kbxsdyz/
淋巴丝虫病	lbscb/
弥漫性筋膜炎	mmxjmy/
Pancoast综合征	pancoastzhz/
外阴白化病	wybhb/
阴茎结核	yjjh/
α1-抗胰蛋白酶缺乏性脂膜炎	1_kydbmqfxzmy/
触电	cd_4704/
迪厄拉富瓦病	delfwb/
单纯性外阴阴道念珠菌病	dcxwyydnzjb/
宫颈复发癌	gjffa/
复发性髌骨脱位	ffxbgtw/
宫颈腺癌	gjxa/
庚型病毒性肝炎	gxbdxgy/
急性纵隔炎	jxzgy/
急性共同性斜视	jxgtxxs/
老年性紫癜	lnxzd/
盆腔炎性肿块	pqyxzk/
盆腔结缔组织炎	pqjdzzy/
前置血管	qzxg/
妊娠瘙痒性荨麻疹性丘疹及斑块病	rssyxqmzxqzjbkb/
妊娠合并特发性血小板减少性紫癜	rshbtfxxxbjsxzd/
胎死宫内	tsgn/
痛性肥胖病	txfpb/
外阴-阴道-牙龈综合征	wy_yd_yyzhz/
先天性无转铁蛋白血症	xtxwztdbxz/
月经过多	yjgd/
阴道横纹肌肉瘤	ydhwjrl/
多胎妊娠	dtrs/
弓形体病	gxtb/
流感病毒肺炎	lgbdfy/
肠瘘	cl_4728/
楚尔盖分枝杆菌感染	cegfzgjgr/
急性肠系膜淋巴结炎	jxcxmlbjy/
朗格汉斯组织细胞增多症	lghszzxbzdz/
水蛭咬伤	szys/
维生素B1缺乏症	wssb1qfz/
维生素A缺乏神经病	wssaqfsjb/
小儿马方综合征	xemfzhz/
自发性腹膜后出血或血肿	zfxfmhcxhxz/
瘢痕性脱发	bhxtf/
表皮内嗜中性IgA皮肤病	bpnszxigapfb/
包茎	bj_4739/
纯红细胞再生障碍	chxbzsza/
蚕食性角膜溃疡	csxjmky_4741/
低增生性急性白血病	dzsxjxbxb/
单纯疱疹性脑炎	dcpzxny/
汞及其化合物引起的皮肤病	gjqhhwyqdpfb_4744/
化脓性食管炎	hnxsgy/
虹膜色素痣	hmssz/
急性腰背部扭伤	jxybbns/
睑皮松垂症	jpscz/
畸胎瘤	jtl/
淋球菌感染	lqjgr/
流行性角膜结膜炎	lxxjmjmy/
阿米巴结肠炎	ambjcy/
匐行性脉络膜萎缩	fxxmlmws/
沙眼衣原体肺炎	syyytfy/
视网膜毛细血管血管瘤	swmmxxgxgl/
视网膜后膜	swmhm/
视网膜下纤维化和葡萄膜炎综合征	swmxxwhhptmyzhz/
特发性青春期延迟	tfxqcqyc/
隐性脊柱裂	yxjzl/
眼眶骨肉瘤	ykgrl/
原发性输卵管癌	yfxslga/
眼部毛细血管瘤	ybmxxgl/
眼睑恶性黑色素细胞肿瘤	yjexhssxbzl/
阿-斯综合征	a_szhz/
真菌性尿路感染	zjxnlgr/
耳廓软骨膜炎	ekrgmy/
慢性反流性肾病	mxflxsb/
猴痘	hd_4768/
喉上神经损伤	hssjss/
急性髌骨脱位	jxbgtw/
急性后部多灶性鳞状色素上皮病变	jxhbdzxlzssspbb/
甲状舌管囊肿	jzsgnz/
急性坏死出血性脑脊髓炎	jxhscxxnjsy/
链球菌中毒性休克综合征	lqjzdxxkzhz/
弥漫性胸膜间皮瘤	mmxxmjpl/
慢性腰背痛	mxybt/
浅表性皮肤脂肪瘤痣	qbxpfzflz/
气管及支气管发育障碍	qgjzqgfyza/
卫氏并殖吸虫病	wsbzxcb/
先天性后尿道瘘	xtxhndl/
先天性长结肠	xtxcjc/
烟酸缺乏神经病	ysqfsjb/
咽后间隙感染	yhjxgr/
咽食管憩室	ysgqs/
变应性皮肤结节性血管炎	byxpfjjxxgy/
单发脑梗死性痴呆	dfngsxcd_4786/
匐行穿孔性弹性组织变性	fxckxdxzzbx/
环咽肌失弛缓症	hyjschz/
褐黄病	hhb_4789/
黑舌	hs/
甲氨蝶呤相关的淋巴增殖性疾病	jadlxgdlbzzxjb/
口角炎	kjy/
口腔毛滴虫病	kqmdcb/
口腔菜花状乳头瘤病	kqchzrtlb/
口腔灶性上皮增生	kqzxspzs/
颏下皮样囊肿	kxpynz/
眶周色素沉着	kzsscz/
膜性肾病	mxsb/
牙源性皮瘘	yyxpl/
下颈椎不稳症	xjzbwz/
颜面复发性皮炎	ymffxpy/
淤积性皮炎	yjxpy/
埃利希体病	alxtb_4803/
包涵体肌炎与遗传性包涵体肌病	bhtjyyycxbhtjb/
布氏杆菌红斑	bsgjhb/
胞内分枝杆菌感染	bnfzgjgr/
传染性淋巴细胞增多症	crxlbxbzdz/
单纯性雀斑样痣	dcxqbyz/
带状疱疹病毒性巩膜炎	dzpzbdxgmy/
等孢球虫病	dbqcb/
单纯疱疹病毒性巩膜炎	dcpzbdxgmy/
非01霍乱弧菌肠炎	f01hlhjcy/
钩端螺旋体病的肾损害	gdlxtbdssh/
回归热型结节性非化脓性脂膜炎	hgrxjjxfhnxzmy/
黄韧带骨化症	hrdghz/
间插血吸虫病	jcxxcb/
阿尔茨海默病性痴呆	aechmbxcd/
类鼻疽杆菌肺炎	lbjgjfy/
囊性肾病	nxsb/
性功能异常伴发的精神障碍	xgnycbfdjsza/
职业性痤疮	zyxcc/
软纤维瘤	rxwl/
散发性甲状腺肿	sfxjzxz/
水痘-带状疱疹性葡萄膜炎	sd_dzpzxptmy/
鼠疫耶尔森菌肺炎	syyesjfy/
投掷骨折	tzgz/
退变性骶髂关节炎	tbxdqgjy/
结核性心包炎	jhxxby/
花粉过敏性哮喘	hfgmxxc/
旋前圆肌综合征	xqyjzhz/
光化性角化病	ghxjhb/
新生儿ABO溶血病	xseaborxb/
分离性垂直偏斜	flxczpx/
